id,m2_construit,nb_pieces,nb_sdb,nb_etages,prix_achat,prix_achat_m2,type_maison,travaux_necessaire,annee_construction,ascenseur,jardin,piscine,terrace,balcon,salle_rangement,espace_vert,parking,num_quartier
16725,70,3,1,0,73000,1043,appartement,1,1972.0,1,0,0,0,0,0,0,0,13
16724,65,2,1,0,115000,1769,appartement,0,1966.0,1,0,0,0,0,0,0,0,13
16723,122,2,2,0,254000,2082,duplex,0,2002.0,1,0,0,1,0,1,0,0,13
16722,89,3,1,0,134000,1506,appartement,0,1981.0,1,0,0,1,0,0,0,0,13
16721,104,3,2,0,180000,1731,appartement,0,2077.0,1,0,0,1,1,0,1,0,13
16720,280,1,2,0,400000,1429,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16719,58,2,1,0,102000,1759,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16718,80,3,1,0,110000,1375,appartement,1,2077.0,1,0,0,1,1,0,0,0,13
16717,69,3,1,0,114000,1652,appartement,1,1979.0,1,0,0,1,0,0,0,0,13
16716,50,2,1,0,126900,2538,appartement,0,1925.0,1,0,0,1,1,0,0,0,13
16715,102,3,2,0,235000,2304,appartement,0,2001.0,1,0,0,1,0,0,0,0,13
16714,75,2,1,0,149000,1987,appartement,0,2000.0,1,0,0,0,1,1,0,0,13
16713,60,3,1,0,135000,2250,appartement,1,2077.0,1,0,0,0,0,0,0,0,13
16712,64,3,1,0,119000,1859,appartement,0,1960.0,1,0,0,0,0,0,0,0,13
16711,70,3,1,0,88782,1268,appartement,0,2077.0,0,0,0,0,0,0,0,0,13
16710,67,3,1,0,135000,2015,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16708,95,3,1,0,195000,2053,appartement,0,2077.0,1,0,0,1,0,0,0,1,13
16707,60,2,1,0,130000,2167,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16706,70,2,1,0,113900,1627,appartement,0,1960.0,0,0,0,0,1,0,0,0,13
16705,69,3,1,0,122000,1768,appartement,0,1956.0,0,0,0,0,0,0,0,0,13
16704,39,1,1,0,128000,3282,appartement,0,2077.0,0,0,0,0,0,0,0,0,13
16703,65,2,1,0,125220,1926,appartement,1,2077.0,1,0,0,0,0,0,0,0,13
16702,80,3,2,0,144990,1812,appartement,1,1974.0,1,0,0,1,0,0,0,0,13
16701,110,3,2,0,188000,1709,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16700,45,1,1,0,96470,2144,appartement,0,1998.0,1,0,0,0,0,0,0,0,13
16699,73,2,1,0,136000,1863,appartement,0,1966.0,1,0,0,0,0,0,0,0,13
16698,50,1,1,0,138000,2760,appartement,0,1997.0,0,0,0,0,0,0,0,0,13
16697,65,2,1,0,101000,1554,appartement,1,1970.0,1,0,0,0,0,0,0,0,13
16696,60,1,1,0,90000,1500,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16695,58,2,1,0,129000,2224,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16694,84,2,1,0,167700,1996,appartement,0,2005.0,1,0,0,0,0,1,0,0,13
16693,120,4,2,0,220000,1833,appartement,0,1970.0,1,0,0,0,0,0,0,0,13
16692,48,2,1,0,100000,2083,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16691,75,2,1,0,125000,1667,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16690,62,3,1,0,99000,1597,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16689,70,3,1,0,112700,1610,appartement,1,1960.0,1,0,0,0,0,0,0,0,13
16688,25,1,1,0,72000,2880,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16687,68,2,1,0,103500,1522,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16686,66,3,1,0,135500,2053,appartement,1,2077.0,1,0,0,1,0,0,0,0,13
16685,65,1,1,0,129000,1985,appartement,0,1900.0,1,0,0,0,0,0,0,0,13
16684,87,2,2,0,225000,2586,appartement,0,2005.0,1,0,1,1,0,1,1,1,13
16683,114,4,2,0,200000,1754,appartement,0,2077.0,1,0,0,1,0,0,0,1,13
16682,67,3,1,0,104100,1554,appartement,1,1953.0,1,0,0,0,0,0,0,0,13
16681,108,3,2,0,240000,2222,appartement,0,2006.0,1,0,0,0,0,1,0,0,13
16680,78,2,1,0,140900,1806,appartement,0,2077.0,1,0,0,1,1,0,0,0,13
16679,76,2,1,0,236000,3105,appartement,1,2005.0,1,0,0,0,0,1,0,0,13
16678,81,3,1,0,122500,1512,appartement,1,2077.0,1,0,0,1,0,0,1,0,13
16677,104,3,2,0,140000,1346,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16676,70,3,1,0,220000,3143,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16675,72,2,1,0,125900,1749,appartement,0,1915.0,1,0,0,0,0,0,0,0,13
16674,84,2,1,0,167700,1996,appartement,0,2005.0,1,0,0,0,0,1,0,0,13
16673,130,2,1,0,350000,2692,penthouse,0,2077.0,1,0,0,1,1,1,0,0,13
16672,105,2,2,0,299000,2848,appartement,0,2077.0,1,0,1,0,0,1,1,1,13
16670,122,3,2,0,250000,2049,appartement,0,2077.0,1,0,0,1,1,1,1,1,13
16669,112,3,1,0,224000,2000,appartement,0,2077.0,1,0,0,1,1,1,1,0,13
16668,58,1,1,0,103000,1776,appartement,0,1994.0,1,0,0,0,0,0,0,0,13
16667,76,3,1,0,155000,2039,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16666,70,2,1,0,109000,1557,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16665,75,2,1,0,175000,2333,penthouse,0,2077.0,1,0,0,1,0,0,0,0,13
16664,60,1,1,0,160000,2667,appartement,0,2006.0,1,0,1,0,0,1,1,1,13
16663,45,1,1,0,127000,2822,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16662,55,2,1,0,106000,1927,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16661,85,2,2,0,280000,3294,appartement,0,2008.0,1,0,1,0,1,1,1,1,13
16660,71,3,1,0,135000,1901,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16659,58,3,1,0,125000,2155,appartement,1,2077.0,1,0,0,0,0,0,0,0,13
16658,90,3,2,0,225000,2500,appartement,0,2077.0,1,0,0,0,0,1,1,0,13
16657,116,3,2,0,318000,2741,appartement,0,2006.0,1,0,1,1,0,1,1,1,13
16656,102,3,2,0,270000,2647,appartement,0,2077.0,1,0,0,1,0,1,0,1,13
16655,55,2,1,0,110000,2000,appartement,0,1963.0,1,0,0,1,1,0,0,0,13
16654,120,3,2,0,150000,1250,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16653,102,3,2,0,225000,2206,appartement,0,2077.0,1,0,0,1,0,0,0,1,13
16652,160,5,3,0,330000,2062,appartement,0,2077.0,1,0,0,0,1,0,0,1,13
16651,80,2,2,0,190000,2375,appartement,0,2077.0,1,0,0,0,0,0,0,1,13
16650,86,2,2,0,230000,2674,appartement,0,2077.0,1,0,1,0,0,1,1,1,13
16649,100,3,2,0,225000,2250,appartement,0,2077.0,1,0,0,0,0,1,1,0,13
16648,80,2,1,0,140000,1750,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16647,89,2,1,0,235000,2640,appartement,0,2005.0,1,0,0,0,0,1,0,1,13
16646,112,3,1,0,280000,2500,appartement,0,2077.0,1,0,1,1,1,1,1,1,13
16645,65,2,1,0,125000,1923,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16644,55,1,1,0,118000,2145,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16643,75,1,1,0,77000,1027,appartement,1,2077.0,1,0,0,0,0,0,0,0,13
16642,53,3,1,0,108000,2038,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16641,69,3,1,0,114000,1652,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16640,77,3,1,0,122400,1590,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16639,63,2,1,0,125000,1984,appartement,0,2077.0,0,0,0,0,0,0,0,0,13
16638,95,2,2,0,235000,2474,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16637,55,2,1,0,125000,2273,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16636,53,3,1,0,108000,2038,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16635,89,3,1,0,180000,2022,appartement,0,2077.0,1,0,0,1,0,0,0,1,13
16634,85,3,1,0,230000,2706,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16633,47,1,1,0,69900,1487,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16632,63,2,1,0,150000,2381,appartement,0,1969.0,1,0,0,0,0,0,0,0,13
16631,30,1,1,0,73000,2433,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16630,95,3,2,0,210000,2211,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16628,60,2,1,0,125000,2083,appartement,1,1920.0,1,0,0,0,1,0,0,0,13
16627,74,3,1,0,125000,1689,appartement,1,2077.0,1,0,0,1,0,0,0,0,13
16626,60,3,1,0,94000,1567,appartement,0,2077.0,1,0,0,0,0,0,1,0,13
16625,54,2,1,0,112000,2074,appartement,0,2077.0,1,0,0,0,1,0,0,0,13
16624,57,2,1,0,106000,1860,appartement,0,2077.0,1,0,0,0,1,0,0,0,13
16623,70,2,1,0,80000,1143,appartement,1,2077.0,1,0,0,1,0,0,0,0,13
16622,62,2,1,0,115000,1855,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16621,105,3,2,0,210000,2000,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16620,115,3,1,0,240000,2087,appartement,0,2077.0,1,0,0,1,1,1,1,0,13
16619,75,2,2,0,170000,2267,penthouse,0,2077.0,1,0,0,1,0,0,0,0,13
16618,50,1,1,0,160000,3200,penthouse,0,2007.0,1,0,0,1,0,0,0,0,13
16617,95,3,1,0,165000,1737,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16616,170,4,2,0,450000,2647,penthouse,0,2077.0,1,0,0,1,0,0,1,1,13
16615,61,1,1,0,180000,2951,appartement,0,2007.0,1,0,1,1,0,1,1,1,13
16614,78,2,1,0,130000,1667,appartement,0,1997.0,1,0,0,0,0,0,0,0,13
16613,57,2,1,0,170000,2982,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16612,86,3,1,0,210000,2442,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16610,93,2,2,0,288000,3097,appartement,0,2077.0,1,0,1,0,0,1,1,0,13
16609,103,4,2,0,196999,1913,appartement,0,2077.0,1,0,0,1,0,0,1,1,13
16608,50,2,1,0,160000,3200,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16607,120,3,2,0,350000,2917,appartement,0,2077.0,1,0,1,1,0,0,1,0,13
16606,66,2,1,0,140000,2121,appartement,0,2077.0,1,0,0,1,0,1,1,0,13
16605,76,3,1,0,135000,1776,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16604,60,2,1,0,110000,1833,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16603,30,1,1,0,69000,2300,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16602,31,1,1,0,70000,2258,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16601,80,3,1,0,155000,1938,appartement,1,2077.0,1,0,0,1,1,0,0,0,13
16600,110,3,1,0,155000,1409,appartement,1,2077.0,1,0,0,1,0,0,0,0,13
16599,63,4,1,0,165000,2619,appartement,1,2077.0,1,0,0,0,1,0,0,0,13
16597,63,2,1,0,133500,2119,appartement,0,2077.0,1,0,0,1,0,0,1,0,13
16596,46,3,1,0,125000,2717,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16595,87,3,1,0,190000,2184,appartement,0,2077.0,1,0,0,0,0,0,1,1,13
16593,65,2,1,0,112000,1723,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16592,122,4,1,0,275000,2254,appartement,0,2077.0,1,0,0,1,1,0,0,0,13
16591,50,2,1,0,130000,2600,appartement,1,1965.0,1,0,0,1,0,0,0,0,13
16590,68,2,1,0,158500,2331,appartement,0,2077.0,1,0,0,0,0,1,0,0,13
16589,60,2,1,0,126000,2100,appartement,0,2077.0,1,0,0,0,1,0,0,0,13
16588,88,3,2,0,220000,2500,appartement,0,1989.0,1,0,0,1,0,0,0,0,13
16587,84,2,1,0,290000,3452,appartement,0,2077.0,1,0,0,0,1,0,0,0,13
16586,90,2,2,0,290000,3222,appartement,0,2077.0,1,0,0,0,1,1,0,1,13
16584,63,2,1,0,130000,2063,appartement,0,2077.0,1,0,0,1,0,1,0,0,13
16583,70,1,1,0,90000,1286,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16582,58,2,1,0,165000,2845,appartement,0,2006.0,1,0,0,0,0,1,0,0,13
16581,68,1,2,0,195000,2868,duplex,0,2077.0,1,0,0,1,0,0,0,0,13
16580,92,2,2,0,380000,4130,appartement,0,2077.0,1,0,1,0,0,1,1,1,13
16579,77,2,1,0,236000,3065,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16578,58,2,1,0,99900,1722,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16577,119,3,1,0,190000,1597,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16576,89,3,1,0,150000,1685,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16575,58,3,1,0,125000,2155,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16574,65,2,1,0,110000,1692,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16573,94,3,2,0,133000,1415,appartement,0,2077.0,1,0,0,1,1,0,0,0,13
16572,90,3,1,0,150000,1667,appartement,0,2077.0,1,0,0,1,1,0,0,0,13
16571,25,1,1,0,150000,6000,penthouse,0,2077.0,1,0,0,1,0,0,0,0,13
16570,52,1,1,0,175000,3365,appartement,0,2077.0,1,0,0,0,0,0,0,1,13
16569,45,1,1,0,150000,3333,penthouse,0,2077.0,1,0,0,1,0,0,0,0,13
16568,90,2,1,0,170000,1889,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16567,60,1,1,0,205000,3417,appartement,0,2077.0,1,0,1,0,1,1,1,1,13
16566,60,1,1,0,155000,2583,appartement,0,2077.0,1,0,0,0,0,0,1,0,13
16565,115,3,1,0,320000,2783,penthouse,0,2077.0,1,0,0,1,0,0,0,1,13
16564,61,2,1,0,99900,1638,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16563,110,3,2,0,245000,2227,appartement,0,2077.0,1,0,0,1,1,0,0,0,13
16562,65,3,1,0,118000,1815,appartement,1,2077.0,1,0,0,1,0,0,0,0,13
16561,125,3,1,0,240000,1920,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16560,60,2,1,0,124900,2082,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16559,90,3,1,0,195000,2167,appartement,1,1982.0,1,0,0,1,0,0,1,1,13
16558,78,3,1,0,115000,1474,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16557,60,2,1,0,85000,1417,appartement,1,2077.0,0,0,0,0,0,0,0,0,13
16556,59,2,1,0,120000,2034,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16555,70,2,1,0,155000,2214,appartement,0,2077.0,1,0,0,1,0,0,0,1,13
16554,60,2,1,0,130000,2167,appartement,0,2077.0,1,0,0,0,0,1,0,0,13
16553,50,2,1,0,120000,2400,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16552,30,2,1,0,90000,3000,penthouse,1,2077.0,1,0,0,1,0,0,0,0,13
16551,60,3,1,0,115000,1917,appartement,1,1960.0,1,0,0,0,0,0,0,0,13
16550,110,3,1,0,282000,2564,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16549,115,3,2,0,290000,2522,appartement,0,2077.0,1,0,0,0,0,0,1,1,13
16548,120,4,2,0,195000,1625,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16547,90,3,1,0,145000,1611,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16546,90,3,1,0,150000,1667,appartement,1,2077.0,1,0,0,1,1,0,0,0,13
16545,130,4,3,0,270000,2077,duplex,0,2077.0,1,0,0,1,0,1,0,0,13
16544,40,1,1,0,70000,1750,appartement,0,2018.0,1,0,0,0,0,1,0,0,13
16543,103,3,2,0,199000,1932,appartement,0,2077.0,1,0,0,0,0,0,1,1,13
16542,90,3,1,2,160000,1778,maison,0,2077.0,0,0,0,1,0,0,0,0,13
16541,74,3,1,0,290000,3919,appartement,0,2077.0,1,0,0,1,0,1,0,0,13
16540,70,2,1,0,100000,1429,appartement,1,2077.0,1,0,0,1,0,0,0,0,13
16539,92,1,2,0,180000,1957,duplex,0,2077.0,1,0,0,1,0,1,0,0,13
16538,110,3,2,0,140000,1273,appartement,0,2077.0,1,0,0,1,0,0,1,0,13
16537,150,5,2,0,220000,1467,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16536,30,1,1,0,49500,1650,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16535,64,2,1,0,167700,2620,appartement,1,2005.0,1,0,0,0,0,1,0,0,13
16534,85,3,1,0,139000,1635,appartement,0,2077.0,1,0,0,1,1,0,0,0,13
16533,83,2,1,0,110000,1325,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16532,81,3,2,0,230000,2840,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16531,60,3,1,0,115000,1917,appartement,0,1970.0,1,0,0,1,0,0,0,0,13
16530,83,3,1,0,145000,1747,appartement,0,1977.0,1,0,0,1,0,0,0,0,13
16529,40,1,1,0,69000,1725,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16528,93,3,1,0,128000,1376,appartement,0,2077.0,1,0,0,0,1,0,0,0,13
16527,70,3,1,0,130000,1857,appartement,0,2077.0,1,0,0,1,1,0,1,0,13
16526,55,1,1,0,155000,2818,duplex,0,2077.0,1,0,0,1,1,0,0,0,13
16525,85,3,1,0,134000,1576,appartement,1,1974.0,1,0,0,1,0,0,1,0,13
16524,38,1,1,0,89900,2366,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16523,62,1,1,0,98000,1581,appartement,0,2077.0,0,0,0,0,0,0,0,0,13
16522,75,4,1,0,135000,1800,appartement,1,2077.0,1,0,0,0,0,0,0,0,13
16521,72,3,1,0,130000,1806,appartement,1,2077.0,1,0,0,1,0,0,0,0,13
16520,60,3,1,0,157000,2617,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16519,127,3,2,0,240000,1890,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16518,80,3,1,0,159000,1988,appartement,0,1956.0,1,0,0,0,0,0,0,0,13
16517,70,3,1,0,150000,2143,appartement,0,2077.0,1,0,0,0,0,0,1,0,13
16516,77,2,2,0,230000,2987,appartement,0,2077.0,1,0,0,0,0,1,0,1,13
16515,100,3,2,0,350000,3500,appartement,0,2077.0,1,0,0,1,1,1,1,1,13
16514,95,2,1,0,185000,1947,appartement,0,2077.0,1,0,0,1,1,0,1,0,13
16512,55,1,1,0,100000,1818,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16511,120,2,2,0,139999,1167,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16510,95,3,1,0,165000,1737,appartement,0,2077.0,1,0,0,1,0,1,0,0,13
16509,42,1,1,0,83000,1976,maison,0,1970.0,0,0,0,1,0,0,0,0,13
16508,70,2,1,0,350000,5000,appartement,0,2077.0,1,0,0,0,0,0,1,0,13
16507,35,2,1,0,70000,2000,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16506,100,3,1,0,140000,1400,appartement,0,2077.0,1,0,0,1,1,1,0,0,13
16505,61,1,1,0,150000,2459,appartement,0,2004.0,1,0,0,0,1,0,0,0,13
16504,70,2,1,0,109000,1557,appartement,0,1970.0,1,0,0,0,0,0,0,0,13
16503,44,2,1,0,85000,1932,appartement,0,1955.0,0,0,0,0,0,0,0,0,13
16502,48,1,1,0,120000,2500,appartement,0,1971.0,1,0,0,1,0,0,0,0,13
16501,47,1,1,0,79900,1700,appartement,1,1960.0,1,0,0,0,0,0,0,0,13
16500,102,3,2,0,125000,1225,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16499,33,1,1,0,88000,2667,appartement,1,2077.0,1,0,0,0,1,0,0,0,13
16498,75,1,1,0,150000,2000,appartement,0,2006.0,1,0,1,0,0,1,1,1,13
16497,53,2,2,0,99500,1877,appartement,0,2000.0,1,0,0,0,0,0,1,0,13
16496,79,3,1,0,176000,2228,appartement,0,2077.0,1,0,0,1,0,1,0,0,13
16495,57,2,1,0,104000,1825,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16494,60,1,1,0,110000,1833,appartement,0,2077.0,0,0,0,0,0,0,0,0,13
16493,90,1,1,0,133000,1478,appartement,0,2077.0,0,0,0,0,0,0,0,0,13
16492,54,1,1,0,127000,2352,appartement,0,2008.0,1,0,0,0,0,0,0,0,13
16491,45,2,1,0,87000,1933,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16490,58,2,1,0,79000,1362,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16489,74,2,1,0,144000,1946,appartement,1,1960.0,1,0,0,0,0,0,0,0,13
16488,65,2,1,0,127500,1962,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16487,74,2,1,0,144000,1946,appartement,1,1960.0,1,0,0,0,0,0,0,0,13
16486,55,2,1,0,69000,1255,appartement,1,2077.0,1,0,0,0,0,0,0,0,13
16485,48,2,1,0,89000,1854,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16484,50,1,1,0,138000,2760,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16483,72,2,1,0,154990,2153,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16482,75,3,1,0,132500,1767,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16481,45,2,1,0,98000,2178,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16480,75,3,1,0,137000,1827,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16479,66,3,1,0,128500,1947,duplex,0,2077.0,1,0,0,1,0,0,0,0,13
16478,108,3,2,0,240000,2222,appartement,0,2006.0,1,0,1,0,0,1,0,0,13
16477,63,3,1,0,112700,1789,appartement,0,1960.0,1,0,0,0,0,0,0,0,13
16476,72,3,1,0,136000,1889,appartement,0,1974.0,0,0,0,0,0,0,0,0,13
16475,75,3,1,0,119900,1599,appartement,0,1976.0,1,0,0,0,1,0,0,0,13
16474,62,2,1,0,88000,1419,appartement,0,1970.0,1,0,0,1,1,0,0,0,13
16473,70,2,1,0,114500,1636,appartement,0,1930.0,1,0,0,0,0,0,0,0,13
16472,70,3,1,0,120000,1714,appartement,0,1969.0,1,0,0,0,0,0,0,0,13
16471,44,2,1,0,85000,1932,appartement,0,1955.0,0,0,0,0,0,0,0,0,13
16470,55,3,1,0,110000,2000,appartement,1,2077.0,1,0,0,0,0,0,0,0,13
16469,50,2,1,0,105000,2100,duplex,0,2077.0,1,0,0,0,0,0,0,0,13
16468,71,2,1,0,130000,1831,appartement,0,2001.0,1,0,0,1,0,1,0,0,13
16467,70,3,1,0,159000,2271,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16466,56,2,1,0,89900,1605,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16465,60,2,1,0,199000,3317,penthouse,0,2077.0,1,0,0,1,0,0,0,0,13
16464,55,1,1,0,163000,2964,appartement,0,2077.0,1,0,0,0,0,1,0,1,13
16462,64,2,1,0,79000,1234,appartement,0,1992.0,1,0,0,0,0,0,0,0,13
16461,100,3,2,0,210000,2100,appartement,0,1986.0,1,0,0,1,0,0,0,0,13
16460,67,3,1,0,98000,1463,appartement,0,1962.0,0,0,0,1,0,0,0,0,13
16459,87,3,2,0,199900,2298,appartement,0,1989.0,1,0,0,0,0,0,0,0,13
16456,60,2,1,0,111000,1850,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16455,61,1,1,0,120600,1977,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16454,115,4,2,0,249000,2165,appartement,0,2077.0,1,0,0,1,0,0,0,1,13
16453,80,2,1,0,150000,1875,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16452,60,3,1,0,110000,1833,appartement,0,1965.0,1,0,0,1,0,1,0,0,13
16451,109,3,2,0,187000,1716,appartement,0,2077.0,1,0,0,1,0,0,0,1,13
16450,59,2,1,0,130000,2203,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16449,120,2,1,0,243000,2025,penthouse,0,2005.0,1,0,0,1,1,1,0,1,13
16448,128,4,2,0,220000,1719,appartement,0,2077.0,1,0,0,1,0,0,0,1,13
16447,65,3,1,0,160000,2462,appartement,0,2077.0,1,0,0,0,0,1,0,0,13
16446,57,1,1,0,129000,2263,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16445,60,3,1,0,135000,2250,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16444,70,3,1,0,119000,1700,appartement,1,1965.0,1,0,0,1,0,0,0,0,13
16443,71,2,1,0,133000,1873,appartement,0,2001.0,1,0,0,0,0,1,0,0,13
16442,53,2,1,0,112000,2113,appartement,1,2077.0,1,0,0,0,0,0,0,0,13
16441,70,3,1,0,88782,1268,appartement,0,1958.0,1,0,0,0,0,0,0,0,13
16440,71,2,1,0,152000,2141,maison,0,1958.0,0,0,0,1,0,0,0,0,13
16439,38,1,1,0,92260,2428,duplex,0,2007.0,1,0,0,0,0,0,0,0,13
16438,86,3,1,0,109999,1279,appartement,0,2077.0,1,0,0,1,0,1,0,0,13
16437,105,4,2,0,179999,1714,appartement,0,2077.0,1,0,0,0,1,1,0,0,13
16436,48,1,1,0,114000,2375,appartement,0,1920.0,1,0,0,0,0,0,0,0,13
16435,65,3,1,0,99000,1523,appartement,1,2077.0,1,0,0,0,0,0,0,0,13
16434,45,2,1,0,121000,2689,appartement,0,2077.0,1,0,0,0,1,0,0,0,13
16433,72,2,1,0,177000,2458,appartement,0,1996.0,1,0,0,0,0,1,0,0,13
16432,69,3,2,0,89475,1297,appartement,1,1974.0,1,0,0,0,0,0,0,0,13
16431,80,3,1,0,130000,1625,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16430,34,1,1,0,99000,2912,appartement,0,1910.0,1,0,0,0,0,0,0,0,13
16429,48,2,1,0,52000,1083,appartement,0,1950.0,1,0,0,0,0,0,0,0,13
16428,56,2,1,0,104000,1857,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16427,80,3,1,0,120000,1500,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16426,90,1,1,2,160000,1778,maison,0,2077.0,0,0,0,0,0,1,0,0,13
16425,77,2,1,0,162000,2104,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16424,80,2,1,0,120000,1500,appartement,0,2077.0,1,0,0,0,1,0,0,0,13
16423,29,1,1,0,58000,2000,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
16422,89,2,2,0,224999,2528,appartement,0,2006.0,1,0,1,0,0,1,1,1,13
16421,62,2,1,0,107000,1726,appartement,0,1979.0,1,0,0,1,1,0,0,0,13
16419,65,2,1,0,123900,1906,appartement,0,1965.0,1,0,0,0,1,0,0,0,13
16418,39,2,1,0,89000,2282,appartement,0,1940.0,1,0,0,0,1,0,0,0,13
16417,80,3,1,0,190000,2375,maison,0,2077.0,0,0,0,1,0,0,0,0,13
16416,84,4,1,0,199000,2369,appartement,0,2012.0,1,0,0,0,0,0,0,0,13
16415,60,3,1,0,135000,2250,appartement,0,1965.0,1,0,0,0,0,0,0,0,13
16414,70,3,1,0,125000,1786,appartement,0,2077.0,1,0,0,1,0,0,0,0,13
16413,70,3,1,0,88782,1268,appartement,0,2077.0,1,0,0,0,0,0,0,0,13
